Thickness (m),Diameter (m),Density (kN/m³),n,Pressure (MPa),Material,Alpha1,Bcon1,Ccon1
0.3075,2.05,25,14,50,Stone,0.35552,17,45
0.3075,2.05,25,16,50,Stone,0.35552,17,45
0.3075,2.05,25,18,50,Stone,0.35552,17,45
0.3075,2.05,25,20,50,Stone,0.35552,17,45
0.3075,2.05,25,22,50,Stone,0.35552,17,45
0.3075,2.05,25,24,50,Stone,0.35552,17,45
0.3075,2.05,25,26,50,Stone,0.35552,17,45
0.3075,2.05,25,28,50,Stone,0.35552,17,45
0.3075,2.05,25,30,50,Stone,0.35552,17,45
0.3075,2.05,25,32,50,Stone,0.35552,17,45
0.3075,2.05,25,34,50,Stone,0.35552,17,45
0.3075,2.05,25,36,50,Stone,0.35552,17,45
0.3075,2.05,25,38,50,Stone,0.35552,17,45
0.3075,2.05,25,40,50,Stone,0.35552,17,45
0.3075,2.05,25,42,50,Stone,0.35552,17,45
0.3075,2.05,25,44,50,Stone,0.35552,17,45
0.3075,2.05,25,46,50,Stone,0.35601,17,46
0.3075,2.05,25,48,50,Stone,0.36459,17,48
0.3075,2.05,25,50,50,Stone,0.38849,17,50
0.3075,2.05,25,52,50,Stone,0.44005,17,52
0.3075,2.05,25,54,50,Stone,0.44256,17,39
0.3075,2.05,25,56,50,Stone,0.44104,18,40
0.3075,2.05,25,58,50,Stone,0.44324,19,42
0.3075,2.05,25,60,50,Stone,0.4399,19,43
0.168,2.1,18,8,10,Brick,0.37121,2,7
0.168,2.1,18,10,10,Brick,0.35736,3,9
0.168,2.1,18,12,10,Brick,0.34048,3,10
0.168,2.1,18,14,10,Brick,0.3313,4,12
0.168,2.1,18,16,10,Brick,0.32116,4,13
0.168,2.1,18,18,10,Brick,0.31456,5,15
0.168,2.1,18,20,10,Brick,0.30845,5,17
0.168,2.1,18,22,10,Brick,0.30349,6,18
0.168,2.1,18,24,10,Brick,0.29868,6,20
0.168,2.1,18,26,10,Brick,0.29574,7,21
0.168,2.1,18,28,10,Brick,0.2918,7,23
0.168,2.1,18,30,10,Brick,0.29006,8,24
0.168,2.1,18,32,10,Brick,0.28673,8,26
0.168,2.1,18,34,10,Brick,0.28573,9,27
0.168,2.1,18,36,10,Brick,0.28284,9,29
0.168,2.1,18,38,10,Brick,0.28233,10,30
0.168,2.1,18,40,10,Brick,0.27977,10,32
0.168,2.1,18,42,10,Brick,0.27932,11,34
0.168,2.1,18,44,10,Brick,0.2773,11,35
0.168,2.1,18,46,10,Brick,0.27676,12,37
0.168,2.1,18,48,10,Brick,0.27526,12,38
0.168,2.1,18,50,10,Brick,0.27467,13,40
0.168,2.1,18,52,10,Brick,0.27355,13,41
0.168,2.1,18,54,10,Brick,0.27293,14,43
0.168,2.1,18,56,10,Brick,0.27209,14,44
0.168,2.1,18,58,10,Brick,0.27146,15,46
0.168,2.1,18,60,10,Brick,0.27064,15,48
0.2415,2.1,18,8,10,Brick,0.27064,15,48
0.2415,2.1,18,10,10,Brick,0.27064,15,48
0.2415,2.1,18,12,10,Brick,0.27064,15,48
0.2415,2.1,18,14,10,Brick,0.27064,15,48
0.2415,2.1,18,16,10,Brick,0.27064,15,48
0.2415,2.1,18,18,10,Brick,0.27064,15,48
0.2415,2.1,18,20,10,Brick,0.27064,15,48
0.2415,2.1,18,22,10,Brick,0.27064,15,48
0.2415,2.1,18,24,10,Brick,0.27064,15,48
0.2415,2.1,18,26,10,Brick,0.27064,15,48
0.2415,2.1,18,28,10,Brick,0.27064,15,48
0.2415,2.1,18,30,10,Brick,0.27064,15,48
0.2415,2.1,18,32,10,Brick,0.27064,15,48
0.2415,2.1,18,34,10,Brick,0.27064,15,48
0.2415,2.1,18,36,10,Brick,0.27064,15,48
0.2415,2.1,18,38,10,Brick,0.27064,15,48
0.2415,2.1,18,40,10,Brick,0.27064,15,48
0.2415,2.1,18,42,10,Brick,0.27064,15,48
0.2415,2.1,18,44,10,Brick,0.27064,15,48
0.2415,2.1,18,46,10,Brick,0.27064,15,48
0.2415,2.1,18,48,10,Brick,0.27064,15,48
0.2415,2.1,18,50,10,Brick,0.27707,15,50
0.2415,2.1,18,52,10,Brick,0.29853,15,52
0.2415,2.1,18,54,10,Brick,0.35068,15,54
0.2415,2.1,18,56,10,Brick,0.35289,16,42
0.2415,2.1,18,58,10,Brick,0.35063,17,44
0.2415,2.1,18,60,10,Brick,0.35174,18,45
0.315,2.1,18,8,10,Brick,0.35174,18,45
0.315,2.1,18,10,10,Brick,0.35174,18,45
0.315,2.1,18,12,10,Brick,0.35174,18,45
0.315,2.1,18,14,10,Brick,0.35174,18,45
0.315,2.1,18,16,10,Brick,0.35174,18,45
0.315,2.1,18,18,10,Brick,0.35174,18,45
0.315,2.1,18,20,10,Brick,0.35174,18,45
0.315,2.1,18,22,10,Brick,0.35174,18,45
0.315,2.1,18,24,10,Brick,0.35174,18,45
0.315,2.1,18,26,10,Brick,0.35174,18,45
0.315,2.1,18,28,10,Brick,0.35174,18,45
0.315,2.1,18,30,10,Brick,0.35174,18,45
0.315,2.1,18,32,10,Brick,0.35174,18,45
0.315,2.1,18,34,10,Brick,0.35174,18,45
0.315,2.1,18,36,10,Brick,0.35174,18,45
0.315,2.1,18,38,10,Brick,0.35174,18,45
0.315,2.1,18,40,10,Brick,0.35174,18,45
0.315,2.1,18,42,10,Brick,0.35174,18,45
0.315,2.1,18,44,10,Brick,0.35174,18,45
0.315,2.1,18,46,10,Brick,0.35273,18,46
0.315,2.1,18,48,10,Brick,0.36258,18,48
0.315,2.1,18,50,10,Brick,0.38772,17,50
0.315,2.1,18,52,10,Brick,0.43712,17,37
0.315,2.1,18,54,10,Brick,0.43918,17,39
0.315,2.1,18,56,10,Brick,0.43578,18,40
0.315,2.1,18,58,10,Brick,0.43514,19,42
0.315,2.1,18,60,10,Brick,0.43636,19,43
0.168,2.1,25,8,50,Stone,0.37227,2,7
0.168,2.1,25,10,50,Stone,0.35904,3,9
0.168,2.1,25,12,50,Stone,0.34429,3,10
0.168,2.1,25,14,50,Stone,0.33373,4,12
0.168,2.1,25,16,50,Stone,0.32531,4,13
0.168,2.1,25,18,50,Stone,0.31757,5,15
0.168,2.1,25,20,50,Stone,0.31167,5,17
0.168,2.1,25,22,50,Stone,0.30688,6,18
0.168,2.1,25,24,50,Stone,0.3022,6,20
0.168,2.1,25,26,50,Stone,0.29941,7,21
0.168,2.1,25,28,50,Stone,0.29555,7,23
0.168,2.1,25,30,50,Stone,0.29392,8,24
0.168,2.1,25,32,50,Stone,0.29064,8,26
0.168,2.1,25,34,50,Stone,0.28974,9,27
0.168,2.1,25,36,50,Stone,0.28688,9,29
0.168,2.1,25,38,50,Stone,0.28605,10,31
0.168,2.1,25,40,50,Stone,0.28392,10,32
0.168,2.1,25,42,50,Stone,0.28299,11,34
0.168,2.1,25,44,50,Stone,0.28153,11,35
0.168,2.1,25,46,50,Stone,0.28056,12,37
0.168,2.1,25,48,50,Stone,0.27955,12,38
0.168,2.1,25,50,50,Stone,0.27857,13,40
0.168,2.1,25,52,50,Stone,0.27779,13,42
0.168,2.1,25,54,50,Stone,0.27691,14,43
0.168,2.1,25,56,50,Stone,0.27613,14,45
0.168,2.1,25,58,50,Stone,0.27552,15,46
0.168,2.1,25,60,50,Stone,0.27473,15,48
0.2415,2.1,25,8,50,Stone,0.27473,15,48
0.2415,2.1,25,10,50,Stone,0.27473,15,48
0.2415,2.1,25,12,50,Stone,0.27473,15,48
0.2415,2.1,25,14,50,Stone,0.27473,15,48
0.2415,2.1,25,16,50,Stone,0.27473,15,48
0.2415,2.1,25,18,50,Stone,0.27473,15,48
0.2415,2.1,25,20,50,Stone,0.27473,15,48
0.2415,2.1,25,22,50,Stone,0.27473,15,48
0.2415,2.1,25,24,50,Stone,0.27473,15,48
0.2415,2.1,25,26,50,Stone,0.27473,15,48
0.2415,2.1,25,28,50,Stone,0.27473,15,48
0.2415,2.1,25,30,50,Stone,0.27473,15,48
0.2415,2.1,25,32,50,Stone,0.27473,15,48
0.2415,2.1,25,34,50,Stone,0.27473,15,48
0.2415,2.1,25,36,50,Stone,0.27473,15,48
0.2415,2.1,25,38,50,Stone,0.27473,15,48
0.2415,2.1,25,40,50,Stone,0.27473,15,48
0.2415,2.1,25,42,50,Stone,0.27473,15,48
0.2415,2.1,25,44,50,Stone,0.27473,15,48
0.2415,2.1,25,46,50,Stone,0.27473,15,48
0.2415,2.1,25,48,50,Stone,0.27473,15,48
0.2415,2.1,25,50,50,Stone,0.28051,15,50
0.2415,2.1,25,52,50,Stone,0.30138,15,52
0.2415,2.1,25,54,50,Stone,0.35303,15,54
0.2415,2.1,25,56,50,Stone,0.35596,16,42
0.2415,2.1,25,58,50,Stone,0.3568,17,44
0.2415,2.1,25,60,50,Stone,0.35552,17,45
0.315,2.1,25,8,50,Stone,0.35552,17,45
0.315,2.1,25,10,50,Stone,0.35552,17,45
0.315,2.1,25,12,50,Stone,0.35552,17,45
0.315,2.1,25,14,50,Stone,0.35552,17,45
0.315,2.1,25,16,50,Stone,0.35552,17,45
0.315,2.1,25,18,50,Stone,0.35552,17,45
0.315,2.1,25,20,50,Stone,0.35552,17,45
0.315,2.1,25,22,50,Stone,0.35552,17,45
0.315,2.1,25,24,50,Stone,0.35552,17,45
0.315,2.1,25,26,50,Stone,0.35552,17,45
0.315,2.1,25,28,50,Stone,0.35552,17,45
0.315,2.1,25,30,50,Stone,0.35552,17,45
0.315,2.1,25,32,50,Stone,0.35552,17,45
0.315,2.1,25,34,50,Stone,0.35552,17,45
0.315,2.1,25,36,50,Stone,0.35552,17,45
0.315,2.1,25,38,50,Stone,0.35552,17,45
0.315,2.1,25,40,50,Stone,0.35552,17,45
0.315,2.1,25,42,50,Stone,0.35552,17,45
0.315,2.1,25,44,50,Stone,0.35552,17,45
0.315,2.1,25,46,50,Stone,0.35601,17,46
0.315,2.1,25,48,50,Stone,0.36459,17,48
0.315,2.1,25,50,50,Stone,0.38849,17,50
0.315,2.1,25,52,50,Stone,0.44005,17,52
0.315,2.1,25,54,50,Stone,0.44256,17,39
0.315,2.1,25,56,50,Stone,0.44104,18,40
0.315,2.1,25,58,50,Stone,0.44324,19,42
0.315,2.1,25,60,50,Stone,0.4399,19,43
0.172,2.15,18,8,10,Brick,0.37121,2,7
0.172,2.15,18,10,10,Brick,0.35736,3,9
0.172,2.15,18,12,10,Brick,0.34048,3,10
0.172,2.15,18,14,10,Brick,0.3313,4,12
0.172,2.15,18,16,10,Brick,0.32116,4,13
0.172,2.15,18,18,10,Brick,0.31456,5,15
0.172,2.15,18,20,10,Brick,0.30845,5,17
0.172,2.15,18,22,10,Brick,0.30349,6,18
0.172,2.15,18,24,10,Brick,0.29868,6,20
0.172,2.15,18,26,10,Brick,0.29574,7,21
0.172,2.15,18,28,10,Brick,0.2918,7,23
0.172,2.15,18,30,10,Brick,0.29006,8,24
0.172,2.15,18,32,10,Brick,0.28673,8,26
0.172,2.15,18,34,10,Brick,0.28573,9,27
0.172,2.15,18,36,10,Brick,0.28284,9,29
0.172,2.15,18,38,10,Brick,0.28233,10,30
0.172,2.15,18,40,10,Brick,0.27977,10,32
0.172,2.15,18,42,10,Brick,0.27932,11,34
0.172,2.15,18,44,10,Brick,0.2773,11,35
0.172,2.15,18,46,10,Brick,0.27676,12,37
0.172,2.15,18,48,10,Brick,0.27526,12,38
0.172,2.15,18,50,10,Brick,0.27467,13,40
0.172,2.15,18,52,10,Brick,0.27355,13,41
0.172,2.15,18,54,10,Brick,0.27293,14,43
0.172,2.15,18,56,10,Brick,0.27209,14,44
0.172,2.15,18,58,10,Brick,0.27146,15,46
0.172,2.15,18,60,10,Brick,0.27064,15,48
0.24725,2.15,18,8,10,Brick,0.27064,15,48
0.24725,2.15,18,10,10,Brick,0.27064,15,48
0.24725,2.15,18,12,10,Brick,0.27064,15,48
0.24725,2.15,18,14,10,Brick,0.27064,15,48
0.24725,2.15,18,16,10,Brick,0.27064,15,48
0.24725,2.15,18,18,10,Brick,0.27064,15,48
0.24725,2.15,18,20,10,Brick,0.27064,15,48
0.24725,2.15,18,22,10,Brick,0.27064,15,48
0.24725,2.15,18,24,10,Brick,0.27064,15,48
0.24725,2.15,18,26,10,Brick,0.27064,15,48
0.24725,2.15,18,28,10,Brick,0.27064,15,48
0.24725,2.15,18,30,10,Brick,0.27064,15,48
0.24725,2.15,18,32,10,Brick,0.27064,15,48
0.24725,2.15,18,34,10,Brick,0.27064,15,48
0.24725,2.15,18,36,10,Brick,0.27064,15,48
0.24725,2.15,18,38,10,Brick,0.27064,15,48
0.24725,2.15,18,40,10,Brick,0.27064,15,48
0.24725,2.15,18,42,10,Brick,0.27064,15,48
0.24725,2.15,18,44,10,Brick,0.27064,15,48
0.24725,2.15,18,46,10,Brick,0.27064,15,48
0.24725,2.15,18,48,10,Brick,0.27064,15,48
0.24725,2.15,18,50,10,Brick,0.27707,15,50
0.24725,2.15,18,52,10,Brick,0.29853,15,52
0.24725,2.15,18,54,10,Brick,0.35068,15,54
0.24725,2.15,18,56,10,Brick,0.35289,16,42
0.24725,2.15,18,58,10,Brick,0.35063,17,44
0.24725,2.15,18,60,10,Brick,0.35174,18,45
0.3225,2.15,18,8,10,Brick,0.35174,18,45
0.3225,2.15,18,10,10,Brick,0.35174,18,45
0.3225,2.15,18,12,10,Brick,0.35174,18,45
0.3225,2.15,18,14,10,Brick,0.35174,18,45
0.3225,2.15,18,16,10,Brick,0.35174,18,45
0.3225,2.15,18,18,10,Brick,0.35174,18,45
0.3225,2.15,18,20,10,Brick,0.35174,18,45
0.3225,2.15,18,22,10,Brick,0.35174,18,45
0.3225,2.15,18,24,10,Brick,0.35174,18,45
0.3225,2.15,18,26,10,Brick,0.35174,18,45
0.3225,2.15,18,28,10,Brick,0.35174,18,45
0.3225,2.15,18,30,10,Brick,0.35174,18,45
0.3225,2.15,18,32,10,Brick,0.35174,18,45
0.3225,2.15,18,34,10,Brick,0.35174,18,45
0.3225,2.15,18,36,10,Brick,0.35174,18,45
0.3225,2.15,18,38,10,Brick,0.35174,18,45
0.3225,2.15,18,40,10,Brick,0.35174,18,45
0.3225,2.15,18,42,10,Brick,0.35174,18,45
0.3225,2.15,18,44,10,Brick,0.35174,18,45
0.3225,2.15,18,46,10,Brick,0.35273,18,46
0.3225,2.15,18,48,10,Brick,0.36258,18,48
0.3225,2.15,18,50,10,Brick,0.38772,17,50
0.3225,2.15,18,52,10,Brick,0.43712,17,37
0.3225,2.15,18,54,10,Brick,0.43918,17,39
0.3225,2.15,18,56,10,Brick,0.43578,18,40
0.3225,2.15,18,58,10,Brick,0.43514,19,42
0.3225,2.15,18,60,10,Brick,0.43636,19,43
0.172,2.15,25,8,50,Stone,0.37227,2,7
0.172,2.15,25,10,50,Stone,0.35904,3,9
0.172,2.15,25,12,50,Stone,0.34429,3,10
0.172,2.15,25,14,50,Stone,0.33373,4,12
0.172,2.15,25,16,50,Stone,0.32531,4,13
0.172,2.15,25,18,50,Stone,0.31757,5,15
0.172,2.15,25,20,50,Stone,0.31167,5,17
0.172,2.15,25,22,50,Stone,0.30688,6,18
0.172,2.15,25,24,50,Stone,0.3022,6,20
0.172,2.15,25,26,50,Stone,0.29941,7,21
0.172,2.15,25,28,50,Stone,0.29555,7,23
0.172,2.15,25,30,50,Stone,0.29392,8,24
0.172,2.15,25,32,50,Stone,0.29064,8,26
0.172,2.15,25,34,50,Stone,0.28974,9,27
0.172,2.15,25,36,50,Stone,0.28688,9,29
0.172,2.15,25,38,50,Stone,0.28605,10,31
0.172,2.15,25,40,50,Stone,0.28392,10,32
0.172,2.15,25,42,50,Stone,0.28299,11,34
0.172,2.15,25,44,50,Stone,0.28153,11,35
0.172,2.15,25,46,50,Stone,0.28056,12,37
0.172,2.15,25,48,50,Stone,0.27955,12,38
0.172,2.15,25,50,50,Stone,0.27857,13,40
0.172,2.15,25,52,50,Stone,0.27779,13,42
0.172,2.15,25,54,50,Stone,0.27691,14,43
0.172,2.15,25,56,50,Stone,0.27613,14,45
0.172,2.15,25,58,50,Stone,0.27552,15,46
0.172,2.15,25,60,50,Stone,0.27473,15,48
0.24725,2.15,25,8,50,Stone,0.27473,15,48
0.24725,2.15,25,10,50,Stone,0.27473,15,48
0.24725,2.15,25,12,50,Stone,0.27473,15,48
0.24725,2.15,25,14,50,Stone,0.27473,15,48
0.24725,2.15,25,16,50,Stone,0.27473,15,48
0.24725,2.15,25,18,50,Stone,0.27473,15,48
0.24725,2.15,25,20,50,Stone,0.27473,15,48
0.24725,2.15,25,22,50,Stone,0.27473,15,48
0.24725,2.15,25,24,50,Stone,0.27473,15,48
0.24725,2.15,25,26,50,Stone,0.27473,15,48
0.24725,2.15,25,28,50,Stone,0.27473,15,48
0.24725,2.15,25,30,50,Stone,0.27473,15,48
0.24725,2.15,25,32,50,Stone,0.27473,15,48
0.24725,2.15,25,34,50,Stone,0.27473,15,48
0.24725,2.15,25,36,50,Stone,0.27473,15,48
0.24725,2.15,25,38,50,Stone,0.27473,15,48
0.24725,2.15,25,40,50,Stone,0.27473,15,48
0.24725,2.15,25,42,50,Stone,0.27473,15,48
0.24725,2.15,25,44,50,Stone,0.27473,15,48
0.24725,2.15,25,46,50,Stone,0.27473,15,48
0.24725,2.15,25,48,50,Stone,0.27473,15,48
0.24725,2.15,25,50,50,Stone,0.28051,15,50
0.24725,2.15,25,52,50,Stone,0.30138,15,52
0.24725,2.15,25,54,50,Stone,0.35303,15,54
0.24725,2.15,25,56,50,Stone,0.35596,16,42
0.24725,2.15,25,58,50,Stone,0.3568,17,44
0.24725,2.15,25,60,50,Stone,0.35552,17,45
0.3225,2.15,25,8,50,Stone,0.35552,17,45
0.3225,2.15,25,10,50,Stone,0.35552,17,45
0.3225,2.15,25,12,50,Stone,0.35552,17,45
0.3225,2.15,25,14,50,Stone,0.35552,17,45
0.3225,2.15,25,16,50,Stone,0.35552,17,45
0.3225,2.15,25,18,50,Stone,0.35552,17,45
0.3225,2.15,25,20,50,Stone,0.35552,17,45
0.3225,2.15,25,22,50,Stone,0.35552,17,45
0.3225,2.15,25,24,50,Stone,0.35552,17,45
0.3225,2.15,25,26,50,Stone,0.35552,17,45
0.3225,2.15,25,28,50,Stone,0.35552,17,45
0.3225,2.15,25,30,50,Stone,0.35552,17,45
0.3225,2.15,25,32,50,Stone,0.35552,17,45
0.3225,2.15,25,34,50,Stone,0.35552,17,45
0.3225,2.15,25,36,50,Stone,0.35552,17,45
0.3225,2.15,25,38,50,Stone,0.35552,17,45
0.3225,2.15,25,40,50,Stone,0.35552,17,45
0.3225,2.15,25,42,50,Stone,0.35552,17,45
0.3225,2.15,25,44,50,Stone,0.35552,17,45
0.3225,2.15,25,46,50,Stone,0.35601,17,46
0.3225,2.15,25,48,50,Stone,0.36459,17,48
0.3225,2.15,25,50,50,Stone,0.38849,17,50
0.3225,2.15,25,52,50,Stone,0.44005,17,52
0.3225,2.15,25,54,50,Stone,0.44256,17,39
0.3225,2.15,25,56,50,Stone,0.44104,18,40
0.3225,2.15,25,58,50,Stone,0.44324,19,42
0.3225,2.15,25,60,50,Stone,0.4399,19,43
0.176,2.2,18,8,10,Brick,0.37121,2,7
0.176,2.2,18,10,10,Brick,0.35736,3,9
0.176,2.2,18,12,10,Brick,0.34048,3,10
0.176,2.2,18,14,10,Brick,0.3313,4,12
0.176,2.2,18,16,10,Brick,0.32116,4,13
0.176,2.2,18,18,10,Brick,0.31456,5,15
0.176,2.2,18,20,10,Brick,0.30845,5,17
0.176,2.2,18,22,10,Brick,0.30349,6,18
0.176,2.2,18,24,10,Brick,0.29868,6,20
0.176,2.2,18,26,10,Brick,0.29574,7,21
0.176,2.2,18,28,10,Brick,0.2918,7,23
0.176,2.2,18,30,10,Brick,0.29006,8,24
0.176,2.2,18,32,10,Brick,0.28673,8,26
0.176,2.2,18,34,10,Brick,0.28573,9,27
0.176,2.2,18,36,10,Brick,0.28284,9,29
0.176,2.2,18,38,10,Brick,0.28233,10,30
0.176,2.2,18,40,10,Brick,0.27977,10,32
0.176,2.2,18,42,10,Brick,0.27932,11,34
0.176,2.2,18,44,10,Brick,0.2773,11,35
0.176,2.2,18,46,10,Brick,0.27676,12,37
0.176,2.2,18,48,10,Brick,0.27526,12,38
0.176,2.2,18,50,10,Brick,0.27467,13,40
0.176,2.2,18,52,10,Brick,0.27355,13,41
0.176,2.2,18,54,10,Brick,0.27293,14,43
0.176,2.2,18,56,10,Brick,0.27209,14,44
0.176,2.2,18,58,10,Brick,0.27146,15,46
0.176,2.2,18,60,10,Brick,0.27064,15,48
0.253,2.2,18,8,10,Brick,0.27064,15,48
0.253,2.2,18,10,10,Brick,0.27064,15,48
0.253,2.2,18,12,10,Brick,0.27064,15,48
0.253,2.2,18,14,10,Brick,0.27064,15,48
0.253,2.2,18,16,10,Brick,0.27064,15,48
0.253,2.2,18,18,10,Brick,0.27064,15,48
0.253,2.2,18,20,10,Brick,0.27064,15,48
0.253,2.2,18,22,10,Brick,0.27064,15,48
0.253,2.2,18,24,10,Brick,0.27064,15,48
0.253,2.2,18,26,10,Brick,0.27064,15,48
0.253,2.2,18,28,10,Brick,0.27064,15,48
0.253,2.2,18,30,10,Brick,0.27064,15,48
0.253,2.2,18,32,10,Brick,0.27064,15,48
0.253,2.2,18,34,10,Brick,0.27064,15,48
0.253,2.2,18,36,10,Brick,0.27064,15,48
0.253,2.2,18,38,10,Brick,0.27064,15,48
0.253,2.2,18,40,10,Brick,0.27064,15,48
0.253,2.2,18,42,10,Brick,0.27064,15,48
0.253,2.2,18,44,10,Brick,0.27064,15,48
0.253,2.2,18,46,10,Brick,0.27064,15,48
0.253,2.2,18,48,10,Brick,0.27064,15,48
0.253,2.2,18,50,10,Brick,0.27707,15,50
0.253,2.2,18,52,10,Brick,0.29853,15,52
0.253,2.2,18,54,10,Brick,0.35068,15,54
0.253,2.2,18,56,10,Brick,0.35289,16,42
0.253,2.2,18,58,10,Brick,0.35063,17,44
0.253,2.2,18,60,10,Brick,0.35174,18,45
0.33,2.2,18,8,10,Brick,0.35174,18,45
0.33,2.2,18,10,10,Brick,0.35174,18,45
0.33,2.2,18,12,10,Brick,0.35174,18,45
0.33,2.2,18,14,10,Brick,0.35174,18,45
0.33,2.2,18,16,10,Brick,0.35174,18,45
0.33,2.2,18,18,10,Brick,0.35174,18,45
0.33,2.2,18,20,10,Brick,0.35174,18,45
0.33,2.2,18,22,10,Brick,0.35174,18,45
0.33,2.2,18,24,10,Brick,0.35174,18,45
0.33,2.2,18,26,10,Brick,0.35174,18,45
0.33,2.2,18,28,10,Brick,0.35174,18,45
0.33,2.2,18,30,10,Brick,0.35174,18,45
0.33,2.2,18,32,10,Brick,0.35174,18,45
0.33,2.2,18,34,10,Brick,0.35174,18,45
0.33,2.2,18,36,10,Brick,0.35174,18,45
0.33,2.2,18,38,10,Brick,0.35174,18,45
0.33,2.2,18,40,10,Brick,0.35174,18,45
0.33,2.2,18,42,10,Brick,0.35174,18,45
0.33,2.2,18,44,10,Brick,0.35174,18,45
0.33,2.2,18,46,10,Brick,0.35273,18,46
0.33,2.2,18,48,10,Brick,0.36258,18,48
0.33,2.2,18,50,10,Brick,0.38772,17,50
0.33,2.2,18,52,10,Brick,0.43712,17,37
0.33,2.2,18,54,10,Brick,0.43918,17,39
0.33,2.2,18,56,10,Brick,0.43578,18,40
0.33,2.2,18,58,10,Brick,0.43514,19,42
0.33,2.2,18,60,10,Brick,0.43636,19,43
0.176,2.2,25,8,50,Stone,0.37227,2,7
0.176,2.2,25,10,50,Stone,0.35904,3,9
0.176,2.2,25,12,50,Stone,0.34429,3,10
0.176,2.2,25,14,50,Stone,0.33373,4,12
0.176,2.2,25,16,50,Stone,0.32531,4,13
0.176,2.2,25,18,50,Stone,0.31757,5,15
0.176,2.2,25,20,50,Stone,0.31167,5,17
