Thickness (m),Diameter (m),Density (kN/m³),n,Pressure (MPa),Material,Alpha1,Bcon1,Ccon1
0.7125,4.75,25,22,50,Stone,0.35552,17,45
0.7125,4.75,25,24,50,Stone,0.35552,17,45
0.7125,4.75,25,26,50,Stone,0.35552,17,45
0.7125,4.75,25,28,50,Stone,0.35552,17,45
0.7125,4.75,25,30,50,Stone,0.35552,17,45
0.7125,4.75,25,32,50,Stone,0.35552,17,45
0.7125,4.75,25,34,50,Stone,0.35552,17,45
0.7125,4.75,25,36,50,Stone,0.35552,17,45
0.7125,4.75,25,38,50,Stone,0.35552,17,45
0.7125,4.75,25,40,50,Stone,0.35552,17,45
0.7125,4.75,25,42,50,Stone,0.35552,17,45
0.7125,4.75,25,44,50,Stone,0.35552,17,45
0.7125,4.75,25,46,50,Stone,0.35601,17,46
0.7125,4.75,25,48,50,Stone,0.36459,17,48
0.7125,4.75,25,50,50,Stone,0.38849,17,50
0.7125,4.75,25,52,50,Stone,0.44005,17,52
0.7125,4.75,25,54,50,Stone,0.44256,17,39
0.7125,4.75,25,56,50,Stone,0.44104,18,40
0.7125,4.75,25,58,50,Stone,0.44324,19,42
0.7125,4.75,25,60,50,Stone,0.4399,19,43
0.384,4.8,18,8,10,Brick,0.37121,2,7
0.384,4.8,18,10,10,Brick,0.35736,3,9
0.384,4.8,18,12,10,Brick,0.34048,3,10
0.384,4.8,18,14,10,Brick,0.3313,4,12
0.384,4.8,18,16,10,Brick,0.32116,4,13
0.384,4.8,18,18,10,Brick,0.31456,5,15
0.384,4.8,18,20,10,Brick,0.30845,5,17
0.384,4.8,18,22,10,Brick,0.30349,6,18
0.384,4.8,18,24,10,Brick,0.29868,6,20
0.384,4.8,18,26,10,Brick,0.29574,7,21
0.384,4.8,18,28,10,Brick,0.2918,7,23
0.384,4.8,18,30,10,Brick,0.29006,8,24
0.384,4.8,18,32,10,Brick,0.28673,8,26
0.384,4.8,18,34,10,Brick,0.28573,9,27
0.384,4.8,18,36,10,Brick,0.28284,9,29
0.384,4.8,18,38,10,Brick,0.28233,10,30
0.384,4.8,18,40,10,Brick,0.27977,10,32
0.384,4.8,18,42,10,Brick,0.27932,11,34
0.384,4.8,18,44,10,Brick,0.2773,11,35
0.384,4.8,18,46,10,Brick,0.27676,12,37
0.384,4.8,18,48,10,Brick,0.27526,12,38
0.384,4.8,18,50,10,Brick,0.27467,13,40
0.384,4.8,18,52,10,Brick,0.27355,13,41
0.384,4.8,18,54,10,Brick,0.27293,14,43
0.384,4.8,18,56,10,Brick,0.27209,14,44
0.384,4.8,18,58,10,Brick,0.27146,15,46
0.384,4.8,18,60,10,Brick,0.27064,15,48
0.552,4.8,18,8,10,Brick,0.27064,15,48
0.552,4.8,18,10,10,Brick,0.27064,15,48
0.552,4.8,18,12,10,Brick,0.27064,15,48
0.552,4.8,18,14,10,Brick,0.27064,15,48
0.552,4.8,18,16,10,Brick,0.27064,15,48
0.552,4.8,18,18,10,Brick,0.27064,15,48
0.552,4.8,18,20,10,Brick,0.27064,15,48
0.552,4.8,18,22,10,Brick,0.27064,15,48
0.552,4.8,18,24,10,Brick,0.27064,15,48
0.552,4.8,18,26,10,Brick,0.27064,15,48
0.552,4.8,18,28,10,Brick,0.27064,15,48
0.552,4.8,18,30,10,Brick,0.27064,15,48
0.552,4.8,18,32,10,Brick,0.27064,15,48
0.552,4.8,18,34,10,Brick,0.27064,15,48
0.552,4.8,18,36,10,Brick,0.27064,15,48
0.552,4.8,18,38,10,Brick,0.27064,15,48
0.552,4.8,18,40,10,Brick,0.27064,15,48
0.552,4.8,18,42,10,Brick,0.27064,15,48
0.552,4.8,18,44,10,Brick,0.27064,15,48
0.552,4.8,18,46,10,Brick,0.27064,15,48
0.552,4.8,18,48,10,Brick,0.27064,15,48
0.552,4.8,18,50,10,Brick,0.27707,15,50
0.552,4.8,18,52,10,Brick,0.29853,15,52
0.552,4.8,18,54,10,Brick,0.35068,15,54
0.552,4.8,18,56,10,Brick,0.35289,16,42
0.552,4.8,18,58,10,Brick,0.35063,17,44
0.552,4.8,18,60,10,Brick,0.35174,18,45
0.72,4.8,18,8,10,Brick,0.35174,18,45
0.72,4.8,18,10,10,Brick,0.35174,18,45
0.72,4.8,18,12,10,Brick,0.35174,18,45
0.72,4.8,18,14,10,Brick,0.35174,18,45
0.72,4.8,18,16,10,Brick,0.35174,18,45
0.72,4.8,18,18,10,Brick,0.35174,18,45
0.72,4.8,18,20,10,Brick,0.35174,18,45
0.72,4.8,18,22,10,Brick,0.35174,18,45
0.72,4.8,18,24,10,Brick,0.35174,18,45
0.72,4.8,18,26,10,Brick,0.35174,18,45
0.72,4.8,18,28,10,Brick,0.35174,18,45
0.72,4.8,18,30,10,Brick,0.35174,18,45
0.72,4.8,18,32,10,Brick,0.35174,18,45
0.72,4.8,18,34,10,Brick,0.35174,18,45
0.72,4.8,18,36,10,Brick,0.35174,18,45
0.72,4.8,18,38,10,Brick,0.35174,18,45
0.72,4.8,18,40,10,Brick,0.35174,18,45
0.72,4.8,18,42,10,Brick,0.35174,18,45
0.72,4.8,18,44,10,Brick,0.35174,18,45
0.72,4.8,18,46,10,Brick,0.35273,18,46
0.72,4.8,18,48,10,Brick,0.36258,18,48
0.72,4.8,18,50,10,Brick,0.38772,17,50
0.72,4.8,18,52,10,Brick,0.43712,17,37
0.72,4.8,18,54,10,Brick,0.43918,17,39
0.72,4.8,18,56,10,Brick,0.43578,18,40
0.72,4.8,18,58,10,Brick,0.43514,19,42
0.72,4.8,18,60,10,Brick,0.43636,19,43
0.384,4.8,25,8,50,Stone,0.37227,2,7
0.384,4.8,25,10,50,Stone,0.35904,3,9
0.384,4.8,25,12,50,Stone,0.34429,3,10
0.384,4.8,25,14,50,Stone,0.33373,4,12
0.384,4.8,25,16,50,Stone,0.32531,4,13
0.384,4.8,25,18,50,Stone,0.31757,5,15
0.384,4.8,25,20,50,Stone,0.31167,5,17
0.384,4.8,25,22,50,Stone,0.30688,6,18
0.384,4.8,25,24,50,Stone,0.3022,6,20
0.384,4.8,25,26,50,Stone,0.29941,7,21
0.384,4.8,25,28,50,Stone,0.29555,7,23
0.384,4.8,25,30,50,Stone,0.29392,8,24
0.384,4.8,25,32,50,Stone,0.29064,8,26
0.384,4.8,25,34,50,Stone,0.28974,9,27
0.384,4.8,25,36,50,Stone,0.28688,9,29
0.384,4.8,25,38,50,Stone,0.28605,10,31
0.384,4.8,25,40,50,Stone,0.28392,10,32
0.384,4.8,25,42,50,Stone,0.28299,11,34
0.384,4.8,25,44,50,Stone,0.28153,11,35
0.384,4.8,25,46,50,Stone,0.28056,12,37
0.384,4.8,25,48,50,Stone,0.27955,12,38
0.384,4.8,25,50,50,Stone,0.27857,13,40
0.384,4.8,25,52,50,Stone,0.27779,13,42
0.384,4.8,25,54,50,Stone,0.27691,14,43
0.384,4.8,25,56,50,Stone,0.27613,14,45
0.384,4.8,25,58,50,Stone,0.27552,15,46
0.384,4.8,25,60,50,Stone,0.27473,15,48
0.552,4.8,25,8,50,Stone,0.27473,15,48
0.552,4.8,25,10,50,Stone,0.27473,15,48
0.552,4.8,25,12,50,Stone,0.27473,15,48
0.552,4.8,25,14,50,Stone,0.27473,15,48
0.552,4.8,25,16,50,Stone,0.27473,15,48
0.552,4.8,25,18,50,Stone,0.27473,15,48
0.552,4.8,25,20,50,Stone,0.27473,15,48
0.552,4.8,25,22,50,Stone,0.27473,15,48
0.552,4.8,25,24,50,Stone,0.27473,15,48
0.552,4.8,25,26,50,Stone,0.27473,15,48
0.552,4.8,25,28,50,Stone,0.27473,15,48
0.552,4.8,25,30,50,Stone,0.27473,15,48
0.552,4.8,25,32,50,Stone,0.27473,15,48
0.552,4.8,25,34,50,Stone,0.27473,15,48
0.552,4.8,25,36,50,Stone,0.27473,15,48
0.552,4.8,25,38,50,Stone,0.27473,15,48
0.552,4.8,25,40,50,Stone,0.27473,15,48
0.552,4.8,25,42,50,Stone,0.27473,15,48
0.552,4.8,25,44,50,Stone,0.27473,15,48
0.552,4.8,25,46,50,Stone,0.27473,15,48
0.552,4.8,25,48,50,Stone,0.27473,15,48
0.552,4.8,25,50,50,Stone,0.28051,15,50
0.552,4.8,25,52,50,Stone,0.30138,15,52
0.552,4.8,25,54,50,Stone,0.35303,15,54
0.552,4.8,25,56,50,Stone,0.35596,16,42
0.552,4.8,25,58,50,Stone,0.3568,17,44
0.552,4.8,25,60,50,Stone,0.35552,17,45
0.72,4.8,25,8,50,Stone,0.35552,17,45
0.72,4.8,25,10,50,Stone,0.35552,17,45
0.72,4.8,25,12,50,Stone,0.35552,17,45
0.72,4.8,25,14,50,Stone,0.35552,17,45
0.72,4.8,25,16,50,Stone,0.35552,17,45
0.72,4.8,25,18,50,Stone,0.35552,17,45
0.72,4.8,25,20,50,Stone,0.35552,17,45
0.72,4.8,25,22,50,Stone,0.35552,17,45
0.72,4.8,25,24,50,Stone,0.35552,17,45
0.72,4.8,25,26,50,Stone,0.35552,17,45
0.72,4.8,25,28,50,Stone,0.35552,17,45
0.72,4.8,25,30,50,Stone,0.35552,17,45
0.72,4.8,25,32,50,Stone,0.35552,17,45
0.72,4.8,25,34,50,Stone,0.35552,17,45
0.72,4.8,25,36,50,Stone,0.35552,17,45
0.72,4.8,25,38,50,Stone,0.35552,17,45
0.72,4.8,25,40,50,Stone,0.35552,17,45
0.72,4.8,25,42,50,Stone,0.35552,17,45
0.72,4.8,25,44,50,Stone,0.35552,17,45
0.72,4.8,25,46,50,Stone,0.35601,17,46
0.72,4.8,25,48,50,Stone,0.36459,17,48
0.72,4.8,25,50,50,Stone,0.38849,17,50
0.72,4.8,25,52,50,Stone,0.44005,17,52
0.72,4.8,25,54,50,Stone,0.44256,17,39
0.72,4.8,25,56,50,Stone,0.44104,18,40
0.72,4.8,25,58,50,Stone,0.44324,19,42
0.72,4.8,25,60,50,Stone,0.4399,19,43
0.388,4.85,18,8,10,Brick,0.37121,2,7
0.388,4.85,18,10,10,Brick,0.35736,3,9
0.388,4.85,18,12,10,Brick,0.34048,3,10
0.388,4.85,18,14,10,Brick,0.3313,4,12
0.388,4.85,18,16,10,Brick,0.32116,4,13
0.388,4.85,18,18,10,Brick,0.31456,5,15
0.388,4.85,18,20,10,Brick,0.30845,5,17
0.388,4.85,18,22,10,Brick,0.30349,6,18
0.388,4.85,18,24,10,Brick,0.29868,6,20
0.388,4.85,18,26,10,Brick,0.29574,7,21
0.388,4.85,18,28,10,Brick,0.2918,7,23
0.388,4.85,18,30,10,Brick,0.29006,8,24
0.388,4.85,18,32,10,Brick,0.28673,8,26
0.388,4.85,18,34,10,Brick,0.28573,9,27
0.388,4.85,18,36,10,Brick,0.28284,9,29
0.388,4.85,18,38,10,Brick,0.28233,10,30
0.388,4.85,18,40,10,Brick,0.27977,10,32
0.388,4.85,18,42,10,Brick,0.27932,11,34
0.388,4.85,18,44,10,Brick,0.2773,11,35
0.388,4.85,18,46,10,Brick,0.27676,12,37
0.388,4.85,18,48,10,Brick,0.27526,12,38
0.388,4.85,18,50,10,Brick,0.27467,13,40
0.388,4.85,18,52,10,Brick,0.27355,13,41
0.388,4.85,18,54,10,Brick,0.27293,14,43
0.388,4.85,18,56,10,Brick,0.27209,14,44
0.388,4.85,18,58,10,Brick,0.27146,15,46
0.388,4.85,18,60,10,Brick,0.27064,15,48
0.55775,4.85,18,8,10,Brick,0.27064,15,48
0.55775,4.85,18,10,10,Brick,0.27064,15,48
0.55775,4.85,18,12,10,Brick,0.27064,15,48
0.55775,4.85,18,14,10,Brick,0.27064,15,48
0.55775,4.85,18,16,10,Brick,0.27064,15,48
0.55775,4.85,18,18,10,Brick,0.27064,15,48
0.55775,4.85,18,20,10,Brick,0.27064,15,48
0.55775,4.85,18,22,10,Brick,0.27064,15,48
0.55775,4.85,18,24,10,Brick,0.27064,15,48
0.55775,4.85,18,26,10,Brick,0.27064,15,48
0.55775,4.85,18,28,10,Brick,0.27064,15,48
0.55775,4.85,18,30,10,Brick,0.27064,15,48
0.55775,4.85,18,32,10,Brick,0.27064,15,48
0.55775,4.85,18,34,10,Brick,0.27064,15,48
0.55775,4.85,18,36,10,Brick,0.27064,15,48
0.55775,4.85,18,38,10,Brick,0.27064,15,48
0.55775,4.85,18,40,10,Brick,0.27064,15,48
0.55775,4.85,18,42,10,Brick,0.27064,15,48
0.55775,4.85,18,44,10,Brick,0.27064,15,48
0.55775,4.85,18,46,10,Brick,0.27064,15,48
0.55775,4.85,18,48,10,Brick,0.27064,15,48
0.55775,4.85,18,50,10,Brick,0.27707,15,50
0.55775,4.85,18,52,10,Brick,0.29853,15,52
0.55775,4.85,18,54,10,Brick,0.35068,15,54
0.55775,4.85,18,56,10,Brick,0.35289,16,42
0.55775,4.85,18,58,10,Brick,0.35063,17,44
0.55775,4.85,18,60,10,Brick,0.35174,18,45
0.7275,4.85,18,8,10,Brick,0.35174,18,45
0.7275,4.85,18,10,10,Brick,0.35174,18,45
0.7275,4.85,18,12,10,Brick,0.35174,18,45
0.7275,4.85,18,14,10,Brick,0.35174,18,45
0.7275,4.85,18,16,10,Brick,0.35174,18,45
0.7275,4.85,18,18,10,Brick,0.35174,18,45
0.7275,4.85,18,20,10,Brick,0.35174,18,45
0.7275,4.85,18,22,10,Brick,0.35174,18,45
0.7275,4.85,18,24,10,Brick,0.35174,18,45
0.7275,4.85,18,26,10,Brick,0.35174,18,45
0.7275,4.85,18,28,10,Brick,0.35174,18,45
0.7275,4.85,18,30,10,Brick,0.35174,18,45
0.7275,4.85,18,32,10,Brick,0.35174,18,45
0.7275,4.85,18,34,10,Brick,0.35174,18,45
0.7275,4.85,18,36,10,Brick,0.35174,18,45
0.7275,4.85,18,38,10,Brick,0.35174,18,45
0.7275,4.85,18,40,10,Brick,0.35174,18,45
0.7275,4.85,18,42,10,Brick,0.35174,18,45
0.7275,4.85,18,44,10,Brick,0.35174,18,45
0.7275,4.85,18,46,10,Brick,0.35273,18,46
0.7275,4.85,18,48,10,Brick,0.36258,18,48
0.7275,4.85,18,50,10,Brick,0.38772,17,50
0.7275,4.85,18,52,10,Brick,0.43712,17,37
0.7275,4.85,18,54,10,Brick,0.43918,17,39
0.7275,4.85,18,56,10,Brick,0.43578,18,40
0.7275,4.85,18,58,10,Brick,0.43514,19,42
0.7275,4.85,18,60,10,Brick,0.43636,19,43
0.388,4.85,25,8,50,Stone,0.37227,2,7
0.388,4.85,25,10,50,Stone,0.35904,3,9
0.388,4.85,25,12,50,Stone,0.34429,3,10
0.388,4.85,25,14,50,Stone,0.33373,4,12
0.388,4.85,25,16,50,Stone,0.32531,4,13
0.388,4.85,25,18,50,Stone,0.31757,5,15
0.388,4.85,25,20,50,Stone,0.31167,5,17
0.388,4.85,25,22,50,Stone,0.30688,6,18
0.388,4.85,25,24,50,Stone,0.3022,6,20
0.388,4.85,25,26,50,Stone,0.29941,7,21
0.388,4.85,25,28,50,Stone,0.29555,7,23
0.388,4.85,25,30,50,Stone,0.29392,8,24
0.388,4.85,25,32,50,Stone,0.29064,8,26
0.388,4.85,25,34,50,Stone,0.28974,9,27
0.388,4.85,25,36,50,Stone,0.28688,9,29
0.388,4.85,25,38,50,Stone,0.28605,10,31
0.388,4.85,25,40,50,Stone,0.28392,10,32
0.388,4.85,25,42,50,Stone,0.28299,11,34
0.388,4.85,25,44,50,Stone,0.28153,11,35
0.388,4.85,25,46,50,Stone,0.28056,12,37
0.388,4.85,25,48,50,Stone,0.27955,12,38
0.388,4.85,25,50,50,Stone,0.27857,13,40
0.388,4.85,25,52,50,Stone,0.27779,13,42
0.388,4.85,25,54,50,Stone,0.27691,14,43
0.388,4.85,25,56,50,Stone,0.27613,14,45
0.388,4.85,25,58,50,Stone,0.27552,15,46
0.388,4.85,25,60,50,Stone,0.27473,15,48
0.55775,4.85,25,8,50,Stone,0.27473,15,48
0.55775,4.85,25,10,50,Stone,0.27473,15,48
0.55775,4.85,25,12,50,Stone,0.27473,15,48
0.55775,4.85,25,14,50,Stone,0.27473,15,48
0.55775,4.85,25,16,50,Stone,0.27473,15,48
0.55775,4.85,25,18,50,Stone,0.27473,15,48
0.55775,4.85,25,20,50,Stone,0.27473,15,48
0.55775,4.85,25,22,50,Stone,0.27473,15,48
0.55775,4.85,25,24,50,Stone,0.27473,15,48
0.55775,4.85,25,26,50,Stone,0.27473,15,48
0.55775,4.85,25,28,50,Stone,0.27473,15,48
0.55775,4.85,25,30,50,Stone,0.27473,15,48
0.55775,4.85,25,32,50,Stone,0.27473,15,48
0.55775,4.85,25,34,50,Stone,0.27473,15,48
0.55775,4.85,25,36,50,Stone,0.27473,15,48
0.55775,4.85,25,38,50,Stone,0.27473,15,48
0.55775,4.85,25,40,50,Stone,0.27473,15,48
0.55775,4.85,25,42,50,Stone,0.27473,15,48
0.55775,4.85,25,44,50,Stone,0.27473,15,48
0.55775,4.85,25,46,50,Stone,0.27473,15,48
0.55775,4.85,25,48,50,Stone,0.27473,15,48
0.55775,4.85,25,50,50,Stone,0.28051,15,50
0.55775,4.85,25,52,50,Stone,0.30138,15,52
0.55775,4.85,25,54,50,Stone,0.35303,15,54
0.55775,4.85,25,56,50,Stone,0.35596,16,42
0.55775,4.85,25,58,50,Stone,0.3568,17,44
0.55775,4.85,25,60,50,Stone,0.35552,17,45
0.7275,4.85,25,8,50,Stone,0.35552,17,45
0.7275,4.85,25,10,50,Stone,0.35552,17,45
0.7275,4.85,25,12,50,Stone,0.35552,17,45
0.7275,4.85,25,14,50,Stone,0.35552,17,45
0.7275,4.85,25,16,50,Stone,0.35552,17,45
0.7275,4.85,25,18,50,Stone,0.35552,17,45
0.7275,4.85,25,20,50,Stone,0.35552,17,45
0.7275,4.85,25,22,50,Stone,0.35552,17,45
0.7275,4.85,25,24,50,Stone,0.35552,17,45
0.7275,4.85,25,26,50,Stone,0.35552,17,45
0.7275,4.85,25,28,50,Stone,0.35552,17,45
0.7275,4.85,25,30,50,Stone,0.35552,17,45
0.7275,4.85,25,32,50,Stone,0.35552,17,45
0.7275,4.85,25,34,50,Stone,0.35552,17,45
0.7275,4.85,25,36,50,Stone,0.35552,17,45
0.7275,4.85,25,38,50,Stone,0.35552,17,45
0.7275,4.85,25,40,50,Stone,0.35552,17,45
0.7275,4.85,25,42,50,Stone,0.35552,17,45
0.7275,4.85,25,44,50,Stone,0.35552,17,45
0.7275,4.85,25,46,50,Stone,0.35601,17,46
0.7275,4.85,25,48,50,Stone,0.36459,17,48
0.7275,4.85,25,50,50,Stone,0.38849,17,50
0.7275,4.85,25,52,50,Stone,0.44005,17,52
0.7275,4.85,25,54,50,Stone,0.44256,17,39
0.7275,4.85,25,56,50,Stone,0.44104,18,40
0.7275,4.85,25,58,50,Stone,0.44324,19,42
0.7275,4.85,25,60,50,Stone,0.4399,19,43
0.392,4.9,18,8,10,Brick,0.37121,2,7
0.392,4.9,18,10,10,Brick,0.35736,3,9
0.392,4.9,18,12,10,Brick,0.34048,3,10
0.392,4.9,18,14,10,Brick,0.3313,4,12
0.392,4.9,18,16,10,Brick,0.32116,4,13
0.392,4.9,18,18,10,Brick,0.31456,5,15
0.392,4.9,18,20,10,Brick,0.30845,5,17
0.392,4.9,18,22,10,Brick,0.30349,6,18
0.392,4.9,18,24,10,Brick,0.29868,6,20
0.392,4.9,18,26,10,Brick,0.29574,7,21
0.392,4.9,18,28,10,Brick,0.2918,7,23
0.392,4.9,18,30,10,Brick,0.29006,8,24
0.392,4.9,18,32,10,Brick,0.28673,8,26
0.392,4.9,18,34,10,Brick,0.28573,9,27
0.392,4.9,18,36,10,Brick,0.28284,9,29
0.392,4.9,18,38,10,Brick,0.28233,10,30
0.392,4.9,18,40,10,Brick,0.27977,10,32
0.392,4.9,18,42,10,Brick,0.27932,11,34
0.392,4.9,18,44,10,Brick,0.2773,11,35
0.392,4.9,18,46,10,Brick,0.27676,12,37
0.392,4.9,18,48,10,Brick,0.27526,12,38
0.392,4.9,18,50,10,Brick,0.27467,13,40
0.392,4.9,18,52,10,Brick,0.27355,13,41
0.392,4.9,18,54,10,Brick,0.27293,14,43
0.392,4.9,18,56,10,Brick,0.27209,14,44
0.392,4.9,18,58,10,Brick,0.27146,15,46
0.392,4.9,18,60,10,Brick,0.27064,15,48
0.5635,4.9,18,8,10,Brick,0.27064,15,48
0.5635,4.9,18,10,10,Brick,0.27064,15,48
0.5635,4.9,18,12,10,Brick,0.27064,15,48
0.5635,4.9,18,14,10,Brick,0.27064,15,48
0.5635,4.9,18,16,10,Brick,0.27064,15,48
0.5635,4.9,18,18,10,Brick,0.27064,15,48
0.5635,4.9,18,20,10,Brick,0.27064,15,48
0.5635,4.9,18,22,10,Brick,0.27064,15,48
0.5635,4.9,18,24,10,Brick,0.27064,15,48
0.5635,4.9,18,26,10,Brick,0.27064,15,48
0.5635,4.9,18,28,10,Brick,0.27064,15,48
0.5635,4.9,18,30,10,Brick,0.27064,15,48
0.5635,4.9,18,32,10,Brick,0.27064,15,48
0.5635,4.9,18,34,10,Brick,0.27064,15,48
0.5635,4.9,18,36,10,Brick,0.27064,15,48
0.5635,4.9,18,38,10,Brick,0.27064,15,48
0.5635,4.9,18,40,10,Brick,0.27064,15,48
0.5635,4.9,18,42,10,Brick,0.27064,15,48
0.5635,4.9,18,44,10,Brick,0.27064,15,48
0.5635,4.9,18,46,10,Brick,0.27064,15,48
0.5635,4.9,18,48,10,Brick,0.27064,15,48
0.5635,4.9,18,50,10,Brick,0.27707,15,50
0.5635,4.9,18,52,10,Brick,0.29853,15,52
0.5635,4.9,18,54,10,Brick,0.35068,15,54
0.5635,4.9,18,56,10,Brick,0.35289,16,42
0.5635,4.9,18,58,10,Brick,0.35063,17,44
0.5635,4.9,18,60,10,Brick,0.35174,18,45
0.735,4.9,18,8,10,Brick,0.35174,18,45
0.735,4.9,18,10,10,Brick,0.35174,18,45
0.735,4.9,18,12,10,Brick,0.35174,18,45
0.735,4.9,18,14,10,Brick,0.35174,18,45
0.735,4.9,18,16,10,Brick,0.35174,18,45
0.735,4.9,18,18,10,Brick,0.35174,18,45
0.735,4.9,18,20,10,Brick,0.35174,18,45
0.735,4.9,18,22,10,Brick,0.35174,18,45
0.735,4.9,18,24,10,Brick,0.35174,18,45
0.735,4.9,18,26,10,Brick,0.35174,18,45
0.735,4.9,18,28,10,Brick,0.35174,18,45
0.735,4.9,18,30,10,Brick,0.35174,18,45
0.735,4.9,18,32,10,Brick,0.35174,18,45
0.735,4.9,18,34,10,Brick,0.35174,18,45
0.735,4.9,18,36,10,Brick,0.35174,18,45
0.735,4.9,18,38,10,Brick,0.35174,18,45
0.735,4.9,18,40,10,Brick,0.35174,18,45
0.735,4.9,18,42,10,Brick,0.35174,18,45
0.735,4.9,18,44,10,Brick,0.35174,18,45
0.735,4.9,18,46,10,Brick,0.35273,18,46
0.735,4.9,18,48,10,Brick,0.36258,18,48
0.735,4.9,18,50,10,Brick,0.38772,17,50
0.735,4.9,18,52,10,Brick,0.43712,17,37
0.735,4.9,18,54,10,Brick,0.43918,17,39
0.735,4.9,18,56,10,Brick,0.43578,18,40
0.735,4.9,18,58,10,Brick,0.43514,19,42
0.735,4.9,18,60,10,Brick,0.43636,19,43
0.392,4.9,25,8,50,Stone,0.37227,2,7
0.392,4.9,25,10,50,Stone,0.35904,3,9
0.392,4.9,25,12,50,Stone,0.34429,3,10
0.392,4.9,25,14,50,Stone,0.33373,4,12
0.392,4.9,25,16,50,Stone,0.32531,4,13
0.392,4.9,25,18,50,Stone,0.31757,5,15
0.392,4.9,25,20,50,Stone,0.31167,5,17
0.392,4.9,25,22,50,Stone,0.30688,6,18
0.392,4.9,25,24,50,Stone,0.3022,6,20
0.392,4.9,25,26,50,Stone,0.29941,7,21
0.392,4.9,25,28,50,Stone,0.29555,7,23
0.392,4.9,25,30,50,Stone,0.29392,8,24
0.392,4.9,25,32,50,Stone,0.29064,8,26
0.392,4.9,25,34,50,Stone,0.28974,9,27
0.392,4.9,25,36,50,Stone,0.28688,9,29
0.392,4.9,25,38,50,Stone,0.28605,10,31
0.392,4.9,25,40,50,Stone,0.28392,10,32
0.392,4.9,25,42,50,Stone,0.28299,11,34
0.392,4.9,25,44,50,Stone,0.28153,11,35
0.392,4.9,25,46,50,Stone,0.28056,12,37
0.392,4.9,25,48,50,Stone,0.27955,12,38
0.392,4.9,25,50,50,Stone,0.27857,13,40
0.392,4.9,25,52,50,Stone,0.27779,13,42
0.392,4.9,25,54,50,Stone,0.27691,14,43
0.392,4.9,25,56,50,Stone,0.27613,14,45
0.392,4.9,25,58,50,Stone,0.27552,15,46
0.392,4.9,25,60,50,Stone,0.27473,15,48
0.5635,4.9,25,8,50,Stone,0.27473,15,48
0.5635,4.9,25,10,50,Stone,0.27473,15,48
0.5635,4.9,25,12,50,Stone,0.27473,15,48
0.5635,4.9,25,14,50,Stone,0.27473,15,48
0.5635,4.9,25,16,50,Stone,0.27473,15,48
0.5635,4.9,25,18,50,Stone,0.27473,15,48
0.5635,4.9,25,20,50,Stone,0.27473,15,48
0.5635,4.9,25,22,50,Stone,0.27473,15,48
0.5635,4.9,25,24,50,Stone,0.27473,15,48
0.5635,4.9,25,26,50,Stone,0.27473,15,48
0.5635,4.9,25,28,50,Stone,0.27473,15,48
0.5635,4.9,25,30,50,Stone,0.27473,15,48
0.5635,4.9,25,32,50,Stone,0.27473,15,48
0.5635,4.9,25,34,50,Stone,0.27473,15,48
0.5635,4.9,25,36,50,Stone,0.27473,15,48
0.5635,4.9,25,38,50,Stone,0.27473,15,48
0.5635,4.9,25,40,50,Stone,0.27473,15,48
0.5635,4.9,25,42,50,Stone,0.27473,15,48
0.5635,4.9,25,44,50,Stone,0.27473,15,48
0.5635,4.9,25,46,50,Stone,0.27473,15,48
0.5635,4.9,25,48,50,Stone,0.27473,15,48
0.5635,4.9,25,50,50,Stone,0.28051,15,50
0.5635,4.9,25,52,50,Stone,0.30138,15,52
0.5635,4.9,25,54,50,Stone,0.35303,15,54
0.5635,4.9,25,56,50,Stone,0.35596,16,42
0.5635,4.9,25,58,50,Stone,0.3568,17,44
0.5635,4.9,25,60,50,Stone,0.35552,17,45
0.735,4.9,25,8,50,Stone,0.35552,17,45
0.735,4.9,25,10,50,Stone,0.35552,17,45
0.735,4.9,25,12,50,Stone,0.35552,17,45
0.735,4.9,25,14,50,Stone,0.35552,17,45
0.735,4.9,25,16,50,Stone,0.35552,17,45
0.735,4.9,25,18,50,Stone,0.35552,17,45
0.735,4.9,25,20,50,Stone,0.35552,17,45
0.735,4.9,25,22,50,Stone,0.35552,17,45
0.735,4.9,25,24,50,Stone,0.35552,17,45
0.735,4.9,25,26,50,Stone,0.35552,17,45
0.735,4.9,25,28,50,Stone,0.35552,17,45
0.735,4.9,25,30,50,Stone,0.35552,17,45
0.735,4.9,25,32,50,Stone,0.35552,17,45
0.735,4.9,25,34,50,Stone,0.35552,17,45
0.735,4.9,25,36,50,Stone,0.35552,17,45
0.735,4.9,25,38,50,Stone,0.35552,17,45
0.735,4.9,25,40,50,Stone,0.35552,17,45
0.735,4.9,25,42,50,Stone,0.35552,17,45
0.735,4.9,25,44,50,Stone,0.35552,17,45
0.735,4.9,25,46,50,Stone,0.35601,17,46
0.735,4.9,25,48,50,Stone,0.36459,17,48
0.735,4.9,25,50,50,Stone,0.38849,17,50
0.735,4.9,25,52,50,Stone,0.44005,17,52
0.735,4.9,25,54,50,Stone,0.44256,17,39
0.735,4.9,25,56,50,Stone,0.44104,18,40
0.735,4.9,25,58,50,Stone,0.44324,19,42
0.735,4.9,25,60,50,Stone,0.4399,19,43
0.396,4.95,18,8,10,Brick,0.37121,2,7
0.396,4.95,18,10,10,Brick,0.35736,3,9
0.396,4.95,18,12,10,Brick,0.34048,3,10
